LOCALITY,LOCALITY_TYPE,LOCALITY_ID,LATITUDE,LONGITUDE,STATE_CODE,Number_of_checklists
"CHS wetland, Marshall",H,L14623763,44.418746,-95.753107,US-MN,32
College Knolls Wetland Reserve,H,L12880661,40.1306059,-82.913846,US-OH,32
Broadhead Pond/Wetland,P,L7211404,41.7300418,-75.9482057,US-PA,32
State Game Lands 151--Brent Rd. Wetlands,H,L2739987,41.1011776,-80.1289828,US-PA,32
University School of Nashville Wetland,H,L693584,36.1829088,-86.8623726,US-TN,32
Hale Co.--FM789 Wetland,H,L2518714,34.1687343,-101.6261744,US-TX,32
Jordan River Parkway--Fife Wetlands Preserve,H,L9710664,40.7494596,-111.922102,US-UT,32
Country Meadows Road Wetlands,H,L5913737,37.2921756,-82.2743905,US-VA,32
Rising Star Wetlands,P,L10577541,47.5289914,-122.289523,US-WA,32
Gog-Le-Hi-Te Mitigated Wetlands,P,L2392351,47.2517995,-122.4096036,US-WA,32
County Line Wetland,P,L5451467,43.1924034,-88.0291028,US-WI,32
Clark County Wetlands Park--Silver Bowl Weir,H,L5557686,36.0903069,-115.0014979,US-NV,31
Hickam AFB--Wetland Trails & Ahua Reef,P,L7309652,21.3167196,-157.957601,US-HI,31
"NW Corner Cameo & Crosstown Pkwy, Port St Lucie, FL Wetland Area",P,L2632117,27.2964875,-80.3748527,US-FL,31
Clifton Springs Rd. Wetlands,H,L3610538,33.6907455,-84.2661345,US-GA,31
Moonville Wetlands Area-300E at 560N/700N/500N.-5 mi,P,L10914629,40.1884703,-85.6133623,US-IN,31
Colwich Wetland,H,L5989099,37.802038,-97.53651,US-KS,31
McPherson Valley Wetlands WA,H,L960795,38.3915898,-97.749567,US-KS,31
Fall Creek Rd. wetlands,H,L1111423,42.5171015,-76.3409478,US-NY,31
Fort Quitman Ephemeral Wetlands (Neely Arroyo/Rio Grande),H,L6444382,31.0194962,-105.5704165,US-TX,31
Sunrise Valley Park (Herndon Monroe Wetland Preserve),P,L1355339,38.9492694,-77.3879861,US-VA,31
Lynnhaven drive wetlands area,P,L4778973,36.9069064,-76.0632098,US-VA,31
North Creek Wetlands (King Co.),H,L1050174,47.7755889,-122.1872095,US-WA,31
"CR 10 - 46th Ave NW wetland, Minot",P,L4399717,48.283611,-101.32972,US-ND,30
Grove Wetland,H,L4098186,30.08239,-81.391972,US-FL,30
Cedar Creek Timber & Wetland,H,L4282923,40.9867986,-92.0114744,US-IA,30
Elmhurst Chicago Stone Wetland,H,L5418807,42.2490074,-88.9173639,US-IL,30
Carson NF--Tierra Azul Wetlands,H,L772675,36.2950748,-105.5797344,US-NM,30
"Big Bottom Wetland, Tishomingo NWR, Tishomingo, Oklahoma, US (34.208, -96.695)",P,L9665829,34.2078367,-96.6951551,US-OK,30
Fernhill Wetlands,P,L10166778,45.509174,-123.0901766,US-OR,30
Candelaria wetlands,H,L11549904,30.085828,-104.683994,US-TX,30
Mill Rd seasonal wetland,H,L7377193,47.4245584,-117.4191689,US-WA,30
Roy Johnson Mitigation Wetlands,H,L2268069,46.6797211,-91.6230154,US-WI,30
Michele Wheeler Wetland Restoration,H,L2211943,46.7791692,-91.3991605,US-WI,30
Montrose Wetlands,H,L2034098,39.0378613,-79.8135817,US-WV,30
NV: Reno: Damonte Ranch Wetlands,P,L1897121,39.4241001,-119.7247092,US-NV,29
"Rodeo pond and wetlands, north of rodeo stands",P,L7341187,39.226383,-106.921538,US-CO,29
Stranger Creek Wetlands,H,L5867120,39.1908882,-95.0336266,US-KS,29
Banklick Wetlands,H,L14585172,39.0209058,-84.5286513,US-KY,29
Paavola Wetlands,P,L961038,47.1472325,-88.5340118,US-MI,29
Frontage Dr wetlands,H,L3838770,46.6568742,-112.0090485,US-MT,29
Six-Mile Wetland,P,L1474257,35.0153047,-80.8283481,US-NC,29
Goldsboro Constructed Wetlands,H,L3244863,35.3462154,-78.002243,US-NC,29
"Little York Rd., wetland",H,L5726478,42.7399524,-74.4807279,US-NY,29
Prairie Oaks Metro Park--Morgan Rd. Wetlands,H,L6602601,39.9952872,-83.2694578,US-OH,29
Sauder Village Oak Savannah and Wetlands,H,L6022429,41.539409,-84.2948946,US-OH,29
sylvan dell wetlands,P,L5782699,41.2368339,-76.9752359,US-PA,29
McArthur Run Rd. Wetlands,H,L1360440,41.5928311,-79.5004974,US-PA,29
Springfield Inn Wetlands,P,L8405047,36.4937535,-86.8833879,US-TN,29
Corpus Christi Naval Air Station (restricted access)--wetlands and beach area,H,L4610790,27.696509,-97.2516203,US-TX,29
Lynn Co.--CR EE Wetlands,H,L5775960,33.0511458,-101.6313028,US-TX,29
"Logston Wetland Area, Logston Blvd. Terminus",H,L2887590,46.3207041,-119.2996323,US-WA,29
Kettle Moraine SF--Shamrock Rd. Wetlands,H,L430845,43.6996512,-88.1130981,US-WI,29
Flaming Gorge NRA--Henrys Fork wetlands,H,L668868,41.0019254,-109.6675873,US-WY,29
Florala City Wetland Park,H,L2612304,31.0026283,-86.3263607,US-AL,28
Harrison Walmart Wetland Restoration & Trail,H,L580593,36.2667846,-93.1371546,US-AR,28
Sisson Road wetlands--west of Citrus Valley Rd,H,L12391652,32.9838153,-112.9703737,US-AZ,28
Mormon Island Wetlands SP,H,L1204188,38.6965637,-121.1167574,US-CA,28
Keystone Rd. wetlands,H,L5105714,32.9127458,-115.528965,US-CA,28
Eureka Waterfront--Wigi Wetlands,H,L866150,40.779488,-124.192931,US-CA,28
Brookfield High School Wetland,H,L5288979,41.4776859,-73.3899915,US-CT,28
"Dr. Bill Hammond Trails, Babcock Ranch, Florida, US (Wetland Loop and Curry Canal Trail)",P,L13287545,26.7834875,-81.7337621,US-FL,28
Lyle creek wetlands,P,L3282928,35.724075,-81.108092,US-NC,28
"Eddyville Pond & Wetlands, btwn Canal St. & Mountain Road",H,L8610426,41.8961102,-74.023658,US-NY,28
McKoons Rd. wetlands,P,L1613554,42.9224647,-75.0356069,US-NY,28
"Rt 37 wetland, West Monroe",P,L3687257,43.2727685,-76.1184311,US-NY,28
Mayfield Village Wetlands Preserve,H,L3971560,41.56033,-81.4424604,US-OH,28
Wayne National Forest--Superior Wetlands,H,L759685,38.68701,-82.71593,US-OH,28
Myeerah Nature Preserve--Wetland,H,L620432,40.39342,-83.63705,US-OH,28
West Eugene Wetlands--Bike Path--Quaker to Fairgrounds,P,L3314487,44.044489,-123.123653,US-OR,28
Warner Wetlands ACEC,H,L578247,42.4536079,-119.8392105,US-OR,28
Oregon Episcopal School Wetland,P,L2707778,45.4778383,-122.7580333,US-OR,28
Mierly Wetlands,P,L11305611,40.5809599,-77.8868218,US-PA,28
Mack Rd. Wetland (roadside access only),H,L2156795,41.7226175,-75.8281249,US-PA,28
Lagrange Road Wetland,P,L4075076,35.120777,-89.2816486,US-TN,28
Nisqually--Powell Creek Wetland,H,L2058984,46.850459,-122.4418223,US-WA,28
"Penny Creek Wetland, Mill Creek",H,L5142415,47.868921,-122.18833,US-WA,28
Maylor's Marsh Wetland,P,L8302141,48.2794949,-122.6394624,US-WA,28
Gaines Loop Wetland,H,L13817661,34.3675712,-85.0561357,US-GA,27
Wagner Road Wetlands,P,L4352541,42.573689,-92.373991,US-IA,27
Rardin Wetland,P,L4521082,39.5949327,-88.1037855,US-IL,27
McPherson Valley Wetlands WA--Kubin Marshes,H,L3869676,38.4005365,-97.7496958,US-KS,27
M & M Cartage Wetland Mitigation Basin (restricted access; roadside viewing),H,L3872358,38.1565006,-85.6830597,US-KY,27
TALBOT: Easton; Target mitigation wetlands,P,L2105709,38.7809523,-76.088165,US-MD,27
Fairfield PAL athletic fields and wetlands,H,L8276887,44.5863548,-69.6142543,US-ME,27
Martin Parkway wetland,H,L2831900,42.5600665,-83.4523845,US-MI,27
Douglas Rd. Wetlands,P,L3732733,43.4564309,-84.8664236,US-MI,27
Beaver Creek Wetlands,H,L6018517,44.862295,-111.3695477,US-MT,27
Bean Road Wetland (south of Red Hill Rd),P,L2905828,43.743962,-71.4787352,US-NH,27
Sandia Wetlands - NO PUBLIC ACCESS,P,L8245839,35.8746543,-106.3124549,US-NM,27
Braceville Center - Wetlands area to Cemetery,P,L14419611,41.2253148,-80.9584462,US-OH,27
Wilson Wetlands Wildlife Area,H,L1844858,38.9872015,-82.0795475,US-OH,27
New Albany Nature Preserve and Wetlands,H,L13203894,40.0863901,-82.8214933,US-OH,27
Junkyard Wetland,P,L4356135,40.7487363,-78.1238651,US-PA,27
Tank Hill Rd. Wetlands,H,L9317088,41.5617454,-79.4711695,US-PA,27
Virginia Tech--Alumni Center Wetland,P,L7084107,37.2279877,-80.4282367,US-VA,27
GMU Wetlands Lab,P,L9249307,38.834192,-77.3208976,US-VA,27
Richland Co. NW 131 wetland,P,L674223,43.5463824,-90.6668749,US-WI,27
Big Cypress National Preserve - wetlands along US 41 and HWY 29,P,L4493873,25.9086638,-81.3604653,US-FL,26
Jamieson Rd flooded wetland,P,L4478226,30.664974,-84.4514644,US-FL,26
450 South - 00 EW Wetland (LaGrange County),P,L3759888,41.57627,-85.43123,US-IN,26
"Wetland corner Marston and Costello Rd, Gardiner US-ME (44.1640,-69.8079)",P,L7386979,44.164003,-69.807916,US-ME,26
Crockett Road wetland - Private,P,L9355125,39.6758715,-94.9571734,US-MO,26
"Prior Road, Wetland",H,L1814242,43.3059004,-76.3107602,US-NY,26
Hoch Rd. Wetland,H,L1833858,40.5984381,-83.2395291,US-OH,26
Burton Wetlands--Kettle Trail,H,L4944729,41.443492,-81.1887503,US-OH,26
Thomas Wetlands,P,L1360327,41.1710694,-84.6895051,US-OH,26
Liberty Trail Wetlands,H,L4247345,36.0220987,-95.8479452,US-OK,26
Haleeka Wetlands,H,L2843481,41.3385183,-77.0880604,US-PA,26
Black Creek Wetland,H,L7720203,35.0107784,-85.3879067,US-TN,26
Wetland Loop Path,H,L5507702,35.1963875,-84.9058172,US-TN,26
Lewisville Lake--Stewart Creek Wetlands (E. of FM423),H,L7308787,33.1147571,-96.8774287,US-TX,26
San Benito--Zuninga rd./Line G rd. wetlands,H,L4524798,26.1711724,-97.5411955,US-TX,26
Eagle Point WMA-Wetland Overlook,P,L1656389,45.0008002,-72.1943857,US-VT,26
Hazel Wolf Wetlands,H,L6586646,47.5993553,-122.0086241,US-WA,26
Hulls Crossing Wetland Restoration Area,P,L2824575,43.8150543,-88.1087208,US-WI,26
"Sambrito Wetlands, Navajo State Park, Colorado",P,L4317090,37.0037443,-107.4728322,US-CO,25
"164 Wandering Wetlands Cir, Bradenton US-FL (27.5054,-82.4722)",P,L8588148,27.505427,-82.472185,US-FL,25
"164 Wandering Wetlands Cir, Bradenton US-FL (27.5053,-82.4723)",P,L6275876,27.50531,-82.47227,US-FL,25
Green Cay Nature Center & Wetlands,P,L10111254,26.485468,-80.1622689,US-FL,25
NOC greenway wetland forest,P,L7825361,30.0920396,-81.4193957,US-FL,25
Townline Wetland Topsfield,P,L7540426,45.3918545,-67.7179585,US-ME,25
Bauman Rd. wetlands,H,L2172753,45.2258812,-84.9233723,US-MI,25
Narrow Lake Rd. wetland mitigation,H,L7245776,42.4833531,-84.7773434,US-MI,25
Johnson - NE 950 Wetlands,P,L3647867,38.8923689,-93.6100388,US-MO,25
Capital Hills Drive Wetlands,H,L11509255,35.8924983,-78.5662073,US-NC,25
wetland Bluegrass Ln ,P,L4937181,42.459798,-76.459898,US-NY,25
"Wemple Rd E end wetland, Glenmont",P,L2922598,42.5742162,-73.7691915,US-NY,25
Wayne National Forest--Holmes Wetland,H,L2794969,39.6760129,-81.1294842,US-OH,25
Evergreen (Bellfountain Rd.) Wetland,H,L493040,44.5037291,-123.3398151,US-OR,25
Blue Heron Wetlands Mitigation Area,H,L1868492,45.5925323,-122.6494414,US-OR,25
C. F. Phelps WMA--Wetland Cells,H,L1947825,38.42679,-77.742675,US-VA,25
Juniper Hill Road - wetlands,P,L2772513,43.4915063,-72.3894793,US-VT,25
Cusick Wetlands,H,L805796,48.3404481,-117.2950172,US-WA,25
Dairyland Park Wetlands,H,L6113029,42.5879404,-87.9424882,US-WI,25
Walker Lake--South End Wetlands & Riparian,H,L3688382,38.6105909,-118.7019539,US-NV,24
American Canyon Wetlands--landfill,H,L6603529,38.1760642,-122.2814798,US-CA,24
Montezuma Slough Wetlands,H,L353169,38.101445,-121.8833223,US-CA,24
King Salmon wetlands,P,L7154677,40.73774,-124.212103,US-CA,24
Los Cerritos Wetlands Zedler Marsh,P,L6120961,33.7558334,-118.0995807,US-CA,24
Green Cay Wetlands,P,L4478135,26.487674,-80.162212,US-FL,24
Driftless Area Wetland Centre,H,L3967738,43.0438331,-91.1924243,US-IA,24
River Valley Wetland,H,L1131891,41.8061735,-91.3078666,US-IA,24
Morris Wetlands SFWA,H,L10676351,41.3440762,-88.4040015,US-IL,24
"Wetland, NW 25th & Countryside Road",P,L3804282,39.0931575,-95.7667065,US-KS,24
"Kissey Br. Wetland (37.591, -84.072)",P,L7059348,37.5906851,-84.0718335,US-KY,24
"M-60 Drain thru Wetland (41.9187,-85.9495)",P,L8538801,41.918747,-85.949505,US-MI,24
Paavola Wetlands,H,L775016,47.1561929,-88.5418868,US-MI,24
Fletcher Rd. wetland,H,L11253243,42.2860839,-83.9761454,US-MI,24
Mt. Zion Road wetland,H,L4550404,41.9916073,-85.6738987,US-MI,24
Haybridge Wetland (restricted access),H,L14758315,41.8328543,-85.5792834,US-MI,24
Greenwald Wetland,P,L5041778,45.5971582,-94.8755794,US-MN,24
Parkway wetland MP 297.65,P,L594278,36.1317096,-81.7461777,US-NC,24
Spotted Tail Wetlands Complex,P,L1516923,41.9432532,-103.8439089,US-NE,24
"CSX Wetland 45872, North Baltimore US-OH (41.1840,-83.7506)",P,L8795007,41.184026,-83.7506,US-OH,24
Western Reserve Greenway Trail--Wetland South of Dunkerton Rd.,H,L14909663,41.4395248,-80.8491877,US-OH,24
"Walmart Ponds and Wetlands, Exton",P,L3040602,40.020976,-75.6352901,US-PA,24
Galveston--Harborside at 51st Wetlands (UTC 064),H,L925920,29.297777,-94.8259056,US-TX,24
Utah Lake Wetland Preserve,H,L5765389,40.1146274,-111.793313,US-UT,24
Remy Wetlands,H,L11262872,45.7734113,-122.5529486,US-WA,24
Briarwood wetlands & park,P,L9050577,42.9535691,-89.4317186,US-WI,24
Brodhead East CE Skinner Rd wetland & fields (1.3 m),P,L3695810,42.5640967,-89.2631972,US-WI,24
"Wetlands Trailhead 1916 Ruffner Rd, Birmingham US-AL (33.5588,-86.6890)",P,L7978521,33.558848,-86.688962,US-AL,23
Dry Creek wetland (Loveland),H,L8899083,40.4396482,-105.0995427,US-CO,23
"6262–6702 G.W. Oliver Rd, Statesboro US-GA (32.3469,-81.7980). Wetland area",P,L8640703,32.346869,-81.797979,US-GA,23
Mt Sterling wetlands,P,L2723033,40.614465,-91.9430529,US-IA,23
"US 45 Wetland, Texas City",H,L10877571,37.870183,-88.4005928,US-IL,23
Durham Lake Wetland Conservation Area--Unit 1,H,L3974066,41.286277,-85.656588,US-IN,23
Countryside Rd. Wetland,H,L3644978,39.0928321,-95.7705259,US-KS,23
Mintdale Wetland,P,L4158243,41.8388917,-85.5791669,US-MI,23
"Chevalle Neighborhood Wetlands, Chaska",P,L779364,44.843577,-93.6417103,US-MN,23
blue springs wetlands,P,L2970095,39.0165162,-94.3457794,US-MO,23
Creek Bend Dr Wetland,P,L3589038,35.073459,-80.825451,US-NC,23
Wetland west of Minatare (east of Chilibaba),P,L3669453,41.8229177,-103.547076,US-NE,23
St. Lawrence Wetland & Grassland Management District property,H,L254431,44.4101091,-75.3616867,US-NY,23
*White Chapel Rd. view of utility company wetlands - no public ac,P,L1644236,39.9996978,-82.3947688,US-OH,23
Tualatin-Sherwood Wetlands 115th,P,L3096106,45.3726946,-122.8000474,US-OR,23
West Eugene Wetlands at Bailey Hill Rd. and W. 5th Ave.,P,L2386611,44.0540311,-123.1479342,US-OR,23
Exit 27 Wetlands,H,L3356370,42.3122551,-122.8518033,US-OR,23
Westerly Parkway Wetlands Ed. Center,H,L1652443,40.7841167,-77.8533173,US-PA,23
Hwy 162 wetlands,P,L2750591,43.6593342,-91.1505175,US-WI,23
Fallon Wetlands Nature Trail,H,L12427673,39.4529259,-118.7304186,US-NV,22
Poston Wetlands,H,L710724,34.0229718,-114.3919487,US-AZ,22
Shin Kee Tract wetlands,H,L685670,38.1036974,-121.4162636,US-CA,22
Fairview Park & Wetlands,P,L4173246,33.6651395,-117.9400134,US-CA,22
Hawk Wind Wetland,P,L4216909,28.2670494,-82.4676704,US-FL,22
US-FL-Port Charlotte-Walmart Wetlands I-75,P,L3446331,27.0274197,-82.0481837,US-FL,22
320th St./X Ave. wetland,H,L5137718,41.8925021,-93.7188637,US-IA,22
Marshall-NE-US 6 Wetland-E of Jarrah Rd,P,L4299748,41.4517943,-86.2260313,US-IN,22
Belvue Camp Creek Rd. Wetland,H,L4562139,39.2120607,-96.2034035,US-KS,22
Audubon Wetlands--Mound Slough,H,L14790332,37.8917354,-87.5478564,US-KY,22
New Windsor Wetland,H,L521025,39.547686,-77.1129727,US-MD,22
Moores Branch Wetlands,H,L2766843,39.3840007,-76.6968521,US-MD,22
Todds Corner Road Wetlands,P,L1524560,38.8316863,-76.1341647,US-MD,22
Brownstone Wetlands,P,L6340556,46.4396092,-86.8838042,US-MI,22
Shingle Creek Wetland,P,L15326757,45.089648,-93.386147,US-MN,22
Farm to Market Rd. wetland,H,L827548,48.2257591,-114.3830824,US-MT,22
Chinquapin Creek Wetlands,P,L9780586,35.0481303,-80.4901348,US-NC,22
"Berkley Ball Park and Wetlands, Hendersonville, NC",P,L9725349,35.350873,-82.470203,US-NC,22
"Columbus Rd. Wetlands Athens, OH (39.3475,-82.0996)",P,L9023890,39.347456,-82.099603,US-OH,22
North Spit--Weyerhaeuser Wetlands Trail,H,L3312978,43.4327268,-124.2789053,US-OR,22
State Game Lands 40--South I-80 Wetlands,H,L3785876,41.0552102,-75.7412374,US-PA,22
Matheson Wetlands Preserve -- 400 North to Central Pond,P,L14761223,38.5793503,-109.5738816,US-UT,22
Cedar Run Wetlands-Phase 6,P,L2755327,38.645315,-77.640373,US-VA,22
VA RESTON Autumn Branch flood control wetland,P,L8278822,38.9756528,-77.3600415,US-VA,22
Mt Tabor - Otter Creek wetlands,P,L1054162,43.3358227,-72.9927135,US-VT,22
Wagner ponds wetlands,P,L1164820,43.2976279,-88.3108252,US-WI,22
Yoder Wetlands,P,L2769802,48.182059,-101.131091,US-ND,21
Indian Hills Wetlands,H,L594400,39.0677803,-119.7467279,US-NV,21
Anderson's Wetland,P,L2985369,46.702422,-98.234763,US-ND,21
Tank Farm Road Wetland,H,L17217197,35.2483153,-120.6595841,US-CA,21
Shollenberger Wetland,P,L6182092,38.2273493,-122.5913213,US-CA,21
"Wakodahatchee Wetlands13026 Jog Road, Delray Beach, Florida, US (26.478, -80.145)",P,L7208634,26.4782413,-80.1445539,US-FL,21
US-FL-Bradenton-164 Wandering Wetlands Cir - 27.5052x-82.4724,P,L5083325,27.505233,-82.472415,US-FL,21
"164 Wandering Wetlands Cir, Bradenton US-FL (27.5053,-82.4724)",P,L8918238,27.505327,-82.472394,US-FL,21
Pintail wetlands,P,L2115687,42.4856436,-93.1077576,US-IA,21
Indian Creek Nature Center--Bena Prairie and Lynch Wetland,H,L1616756,41.9641348,-91.5893809,US-IA,21
Curtis-Ustick Wetland,P,L212197,43.630127,-116.2547922,US-ID,21
Seeman Road wetlands.,P,L6236274,42.2171796,-88.4922209,US-IL,21
"Lagrange Co. Rd. 500W 100S Wetland, Emma",H,L2751009,41.6260333,-85.5213989,US-IN,21
Dick Blythe Wetland Conservation Area,H,L5493967,41.4098643,-86.6883945,US-IN,21
Calumet Ave/I-90 Wetland,H,L15020053,41.6451511,-87.5062343,US-IN,21
El Dorado Wetlands,H,L5280179,37.8006011,-96.8479878,US-KS,21
Sac & Fox Wetlands,P,L2218519,39.6979912,-95.7228041,US-KS,21
Gladwin SF--Katzer Rd. wetland,H,L3739472,43.8952058,-84.2308339,US-MI,21
Wetland off Hwy 28,P,L5667885,45.8018786,-94.7876718,US-MN,21
SMSC ICO Wetland,P,L10174817,44.717069,-93.476722,US-MN,21
Six Mile Creek Wetland,P,L1464733,35.0112099,-80.8283266,US-NC,21
Armory Wetlands--Lenoir,H,L1522534,35.904276,-81.54191,US-NC,21
Croton Harmon RR station wetlands,P,L8827304,41.1895828,-73.8803469,US-NY,21
"Erie Canal, Palmyra Wetland Nature Trail loop",H,L587331,43.0655488,-77.2388434,US-NY,21
Mott Lane Wetlands Preserve,P,L6374663,40.7586354,-72.9060459,US-NY,21
Bockey Wetlands,P,L7596794,40.7344674,-84.2806721,US-OH,21
East Fork SP--North Entrance Wetland,H,L1402218,39.0458562,-84.119241,US-OH,21
Maud Wetlands,H,L2069745,35.0880292,-96.7594528,US-OK,21
Roseburg Wingfoot Court Wetland,P,L3284823,43.2789472,-123.350147,US-OR,21
Rollette Wetland Restoration,H,L13673456,42.601388,-89.056584,US-WI,21
Gannon Road Wetland,H,L8925454,43.3044665,-89.6305324,US-WI,21
Riverton--Walmart wetland,H,L1586653,43.0443598,-108.3781922,US-WY,21
Gateway Wetlands,P,L2912340,38.9160805,-76.9474053,US-DC,20
Presidio Wetlands Along West Crissy Field Bluffs,H,L10133966,37.8049323,-122.4693567,US-CA,20
Prado Wetlands,H,L2859144,33.9232342,-117.6144576,US-CA,20
Franson Road wetlands,P,L2163092,41.6447126,-73.1390172,US-CT,20
"164 Wandering Wetlands Cir, Bradenton US-FL (27.5052,-82.4724)",P,L10700962,27.505223,-82.472433,US-FL,20
Gated Neighborhood Pond Wetland,P,L3308886,26.5405851,-80.1516607,US-FL,20
Wetlands behind Winn-Dixie at Morningside Drive,H,L4556345,28.3430529,-82.1899223,US-FL,20
Nachusa Grasslands--Jay Meiners Wetlands,H,L8383573,41.866288,-89.368983,US-IL,20
Undeveloped Woodland/Wetland - NorthEast Section,P,L5631926,41.2433848,-85.8644736,US-IN,20
Ave. L Wetlands,H,L2885771,37.222925,-99.2587455,US-KS,20
Oak St. Extension Wetland,H,L6568163,42.107605,-71.434274,US-MA,20
Osceola Co. Prairie Chicken Wetland,P,L2120342,44.1459082,-85.1450729,US-MI,20
Haworth Wetland Restoration,H,L3882441,42.7454577,-86.0757364,US-MI,20
PotashCorp Wetland Mitigation Site,H,L3082834,35.2407122,-76.7777181,US-NC,20
Asheville School - Wetlands / Creek,P,L6440833,35.5588688,-82.6201057,US-NC,20
"Devan Preserve - northern wetlands, Marlborough",P,L9063358,42.884904,-72.17122,US-NH,20
"Mantua Creek Wetlands, Crown Point Road, West Deptford, NJ, US",P,L10288564,39.831908,-75.2305436,US-NJ,20
Espanola - pond/wetland behind Walmart,P,L1919990,36.0127275,-106.0703373,US-NM,20
Intrepid Potash Wetland,H,L16077907,32.5753184,-103.7992921,US-NM,20
Lincourt Wetland,P,L2220076,42.954609,-75.129221,US-NY,20
Easton wetlands,P,L8942970,40.0492025,-82.9326991,US-OH,20
94 Wetland,P,L5575446,40.4557196,-83.8733398,US-OH,20
"killbuck wetlands, Killbuck",P,L8345991,40.483355,-81.982735,US-OH,20
"Z' s wetland, Holl.-Tampico Road.",P,L686217,40.0450289,-84.7966862,US-OH,20
Marsh Wetlands State Nature Preserve,H,L1920452,41.2826763,-81.2133408,US-OH,20
Birchwood Wetland Complex,P,L1798133,41.0625488,-75.2546167,US-PA,20
Thompson Wetland,P,L10419215,40.632322,-77.292978,US-PA,20
San Benito--Gamble rd. at Hudson rd. wetlands,H,L4760296,26.0910518,-97.6478952,US-TX,20
Stutler-Smythe Rd Wetlands,H,L1182430,47.4984572,-117.4197039,US-WA,20
Fakkema Road Wetland near Hunt Road,P,L2637327,48.3249008,-122.6170349,US-WA,20
Rosecrans Road field wetland,P,L2868423,44.2584016,-87.8292131,US-WI,20
Roy Johnson Mitigation Wetlands (west of Balsam Bend Rd),P,L5972614,46.680606,-91.6283584,US-WI,20
Churchs Ferry--West Wetlands (Benson Co.),H,L11596623,48.2759358,-99.2078128,US-ND,19
Ashdown Hwy 32 bypass wetland,P,L4183587,33.665692,-94.106814,US-AR,19
Sweetwater Wetlands,P,L8884158,32.2788786,-111.0223174,US-AZ,19
Los Cerritos Wetlands--Area B,H,L1046666,33.7569216,-118.0985212,US-CA,19
North Spit--Samoa Dunes & Wetlands,H,L14953705,40.823742,-124.181641,US-CA,19
Wetlands at US Hwy 40 & Grand CR 201,H,L3043399,40.0656145,-106.2785304,US-CO,19
Erickson Sheldahl wetland,H,L7983021,41.8618333,-93.7213524,US-IA,19
"Poverty Point Wetland, Ashmore US-IL (39.5093,-88.0905)",P,L6981370,39.509317,-88.090518,US-IL,19
1450th Ave Wetland area,P,L10054321,39.0655963,-87.6496329,US-IL,19
Momence Wetlands 13350 E,P,L2909652,41.1627838,-87.6157093,US-IL,19
Haskell Wetlands,H,L15738916,38.9273952,-95.2327283,US-KS,19
Fish Brook Wetlands,H,L8256007,42.6729653,-71.2071509,US-MA,19
Charles River Wetlands Trail,P,L12641941,42.321303,-71.2309957,US-MA,19
Allegan SGA--122nd Ave. wetlands,H,L11143819,42.5762229,-86.0869476,US-MI,19
Big Star Lake - wetlands south of Mr. Bibs,P,L1748112,43.8410004,-85.9576757,US-MI,19
Bull River wetland,H,L1486456,48.1969295,-115.8548644,US-MT,19
Todd Valley Wetlands,H,L5050062,41.3200426,-96.6011524,US-NE,19
troy Meadows wetlands,P,L4206073,40.8430834,-74.3737078,US-NJ,19
US-NY-Scriba- Lakeview Rd x Co Rt 1- Wetland -,P,L2086641,43.489213,-76.415756,US-NY,19
Old Rt. 31 wetlands E of Clyde,H,L1003032,43.0703926,-76.8447304,US-NY,19
Columbus Road Wetlands,H,L17164491,39.347661,-82.098434,US-OH,19
"3200–3298 Fern Hill Wetlands S, Forest Grove US-OR (45.5097,-123.0904)",P,L8480059,45.509686,-123.090391,US-OR,19
Stillwater Dam (lake/wetland),H,L14489993,41.6950763,-75.4855153,US-PA,19
Broadhead Pond/Wetland,P,L7198531,41.7301779,-75.9488297,US-PA,19
Pocopson Wetlands,P,L9188894,39.901272,-75.6255886,US-PA,19
"Broad Branch Wetland Wysacky, SC",P,L8835129,34.141479,-80.2258055,US-SC,19
"CR 288 Wetland (31.7369,-99.9897)",P,L10579037,31.736861,-99.989705,US-TX,19
"Lynn haven Wetlands Virginia Beach US-VA (36.9066,-76.0630)",P,L7824304,36.906569,-76.06302,US-VA,19
Dulles Greenway Wetlands Mitigation Project--South,H,L823621,39.0271187,-77.6153183,US-VA,19
Putney: Sand Hill Road / Wilson Wetland Preserve,P,L3521399,42.9824214,-72.5212841,US-VT,19
"hwy W wetlands, mt. calvary",P,L2112834,43.8181484,-88.2523584,US-WI,19
Talkington Rd. Wetland,P,L2772569,46.919621,-103.254843,US-ND,18
Fair St. Wetland,H,L15015057,39.7124929,-121.8045847,US-CA,18
"Florida, Pasco, State Road 52, 0.4 miles west of Bellamy Brothers Boulevard, wetland",P,L3051381,28.3240337,-82.363826,US-FL,18
Sweetwater Wetlands Park,P,L6612976,29.6189764,-82.3262429,US-FL,18
Indian Trail wetlands,P,L2176478,30.4077468,-86.4754486,US-FL,18
Pendleton Creek Wetlands,H,L8005901,32.2736353,-82.3090178,US-GA,18
Prairie Rose Arena wetland (private property),H,L6069420,41.761115,-93.49917,US-IA,18
"Power Plant Rd, Grassland/wetland: Palo US-IA (42.0953,-91.8080)",P,L9460781,42.095343,-91.807968,US-IA,18
Momence Wetlands,H,L2909037,41.1630423,-87.5538683,US-IL,18
"Wetland Park, Roselle",H,L6064139,41.9838087,-88.0916083,US-IL,18
Farina Wetland,H,L1154252,38.8331389,-88.7489104,US-IL,18
